整体情况：
两个核：
time per syscall : 184000    , syscall name : sys_mknod, mm : -12 pages
time per syscall : 88000     , syscall name : sys_getcwd, mm : 0 pages
time per syscall : 7984      , syscall name : sys_dup, mm : -99 pages
time per syscall : 12489     , syscall name : sys_dup3, mm : -699 pages
time per syscall : 8875      , syscall name : sys_fcntl, mm : -393 pages
time per syscall : 373       , syscall name : sys_ioctl, mm : -13 pages
time per syscall : 814142    , syscall name : sys_mkdirat, mm : -176 pages
time per syscall : 83279     , syscall name : sys_unlinkat, mm : 13356 pages
time per syscall : 20740     , syscall name : sys_faccessat, mm : -559 pages
time per syscall : 190547    , syscall name : sys_openat, mm : -14309 pages
time per syscall : 6392      , syscall name : sys_close, mm : -875 pages
time per syscall : 25834     , syscall name : sys_pipe2, mm : -1535 pages
time per syscall : 6875      , syscall name : sys_lseek, mm : -2 pages
time per syscall : 516116    , syscall name : sys_read, mm : -31083 pages
time per syscall : 24875     , syscall name : sys_write, mm : -11115 pages
time per syscall : 23155     , syscall name : sys_readv, mm : -237 pages
time per syscall : 255880    , syscall name : sys_writev, mm : -5148 pages
time per syscall : 36504     , syscall name : sys_fstatat, mm : -1734 pages
time per syscall : 45840     , syscall name : sys_fstat, mm : -2 pages
time per syscall : 733       , syscall name : sys_sync, mm : 0 pages
time per syscall : 0         , syscall name : sys_exit, mm : 0 pages
time per syscall : 3327      , syscall name : sys_exit_group, mm : -222 pages
time per syscall : 2666      , syscall name : sys_set_tid_address, mm : -239 pages
time per syscall : 1937748720, syscall name : sys_nanosleep, mm : -9111 pages
time per syscall : 24363     , syscall name : sys_setitimer, mm : -17 pages
time per syscall : 6805      , syscall name : sys_clock_gettime, mm : -4 pages
time per syscall : 9130      , syscall name : sys_rt_sigaction, mm : -728 pages
time per syscall : 9835      , syscall name : sys_rt_sigprocmask, mm : -1241 pages
time per syscall : 16751     , syscall name : sys_rt_sigreturn, mm : 0 pages
time per syscall : 7581      , syscall name : sys_uname, mm : -54 pages
time per syscall : 121       , syscall name : sys_umask, mm : -5 pages
time per syscall : 1000      , syscall name : sys_getpid, mm : -63 pages
time per syscall : 1720      , syscall name : sys_getppid, mm : -15 pages
time per syscall : 250       , syscall name : sys_getuid, mm : -48 pages
time per syscall : 1267      , syscall name : sys_gettid, mm : -43 pages
time per syscall : 0         , syscall name : sys_shutdown, mm : 0 pages
time per syscall : 32306     , syscall name : sys_brk, mm : -5202 pages
time per syscall : 3741230   , syscall name : sys_clone, mm : -925749 pages
time per syscall : 143665029 , syscall name : sys_execve, mm : -1480811 pages
time per syscall : 159923895 , syscall name : sys_wait4, mm : 1209325 pages
time per syscall : 765360    , syscall name : sys_print_vma, mm : 0 pages


cyclictest:
time per syscall : 171600    , syscall name : sys_mknod, mm : -12 pages
time per syscall : 92480     , syscall name : sys_getcwd, mm : 0 pages
time per syscall : 53960     , syscall name : sys_dup, mm : 0 pages
time per syscall : 29146     , syscall name : sys_fcntl, mm : 0 pages
time per syscall : 1226      , syscall name : sys_ioctl, mm : 0 pages
time per syscall : 821537    , syscall name : sys_mkdirat, mm : -176 pages
time per syscall : 104455    , syscall name : sys_openat, mm : 2 pages
time per syscall : 7383      , syscall name : sys_close, mm : 6 pages
time per syscall : 524789    , syscall name : sys_read, mm : -190780 pages
time per syscall : 1779824   , syscall name : sys_write, mm : -274430 pages
time per syscall : 412197    , syscall name : sys_writev, mm : 34 pages
time per syscall : 555       , syscall name : sys_ppoll, mm : -1 pages
time per syscall : 75285     , syscall name : sys_fstatat, mm : 15 pages
time per syscall : 0         , syscall name : sys_exit, mm : 0 pages
time per syscall : 11737     , syscall name : sys_exit_group, mm : 1 pages
time per syscall : 6422      , syscall name : sys_set_tid_address, mm : 0 pages
time per syscall : 82778     , syscall name : sys_futex, mm : 22 pages
time per syscall : 380293749 , syscall name : sys_nanosleep, mm : -7335 pages
time per syscall : 6629      , syscall name : sys_clock_gettime, mm : 1 pages
time per syscall : 16400     , syscall name : sys_clock_getres, mm : 0 pages
time per syscall : 91807293  , syscall name : sys_clock_nanosleep, mm : -3337 pages
time per syscall : 503       , syscall name : sys_sched_setscheduler, mm : -1 pages
time per syscall : 1460      , syscall name : sys_sched_getscheduler, mm : 0 pages
time per syscall : 1200      , syscall name : sys_sched_getparam, mm : 0 pages
time per syscall : 560       , syscall name : sys_sched_setaffinity, mm : 0 pages
time per syscall : 1440      , syscall name : sys_sched_getaffinity, mm : 0 pages
time per syscall : 10260     , syscall name : sys_kill, mm : -306 pages
time per syscall : 8996      , syscall name : sys_rt_sigaction, mm : 1 pages
time per syscall : 8741358   , syscall name : sys_rt_sigprocmask, mm : -246 pages
time per syscall : 12848     , syscall name : sys_uname, mm : 0 pages
time per syscall : 5600      , syscall name : sys_getpid, mm : 0 pages
time per syscall : 10880     , syscall name : sys_getppid, mm : 0 pages
time per syscall : 4160      , syscall name : sys_getuid, mm : 0 pages
time per syscall : 1291      , syscall name : sys_gettid, mm : 0 pages
time per syscall : 25515     , syscall name : sys_socketpair, mm : -1616 pages
time per syscall : 0         , syscall name : sys_shutdown, mm : 0 pages
time per syscall : 96804     , syscall name : sys_brk, mm : -11 pages
time per syscall : 25088     , syscall name : sys_munmap, mm : 18 pages
time per syscall : 8879599   , syscall name : sys_clone, mm : -6688 pages
time per syscall : 8414971   , syscall name : sys_execve, mm : -852 pages
time per syscall : 24315     , syscall name : sys_mmap, mm : 0 pages
time per syscall : 14088     , syscall name : sys_mprotect, mm : 0 pages
time per syscall : 86411404  , syscall name : sys_wait4, mm : 3998 pages
time per syscall : 897920    , syscall name : sys_print_vma, mm : 0 pages
